,Job_Title,Company1_Info,Company2_Info,Company3_Info,Location,Full_Description
252,Associate SQL Database Administrator,"1,724 reviews",HCA Inc,HCA Healthcare,"Nashville, TN 37203","Description
SHIFT: No Weekends

SCHEDULE: Full-time

HCA Healthcare ITG

Please click the link above to Watch our Identity Video to get a closer look at who we are and what we do!
Do you want to be a part of a family and not just another employee? Are you looking for a work environment where diversity and inclusion thrive? Submit your application today and find out what it truly means to be a part of a team.

You contribute to our success. Every role has an impact on our patients’ lives and you have the opportunity to make a difference. We are looking for dedicated professional like you to be a part of our team. Join us in our efforts to better our community!

At HCA Healthcare, you have options. You can choose from a variety of benefits to create a customizable plan. You have the ability to enroll in several medical coverage plans including vision and dental. You can even select additional al la carte benefits to meet all your needs. Enroll in our Employee Stock Purchase Plan (ESPP), 401k, flex spending accounts for medical and childcare needs, and participate in our tuition reimbursement and student loan repayment programs.

Job Summary:
As an Associate SQL Server Database Administrator (DBA) you will have the opportunity to grow and leverage your technical skills in database architecture design, administration, engineering and tuning to manage our structured SQL Server database environments. Working directly with application development teams, Windows system engineers, and storage engineers you will be accountable for setting up and maintaining the database environments, performance tuning and ensuring database resources are optimized for performance and cost.

You will work with the team to move towards automation opportunities that are in line with operational excellence and corporate standards. The culture of our organization places an emphasis on teamwork, so social and interpersonal skills are equally important as technical capability.
Responsibilities:
Ensure that HCA’s SQL Server standards are communicated and enforcedEnsure architectural, quality, and governance adherence through design reviewsWork closely with individuals across the technology organizations to help promote awareness of the SQL Server design options and ensure that best practices are followedProblem analysis, diagnosis, and implementation of resolutionsProvide 24x7 system database administration support
Basic Qualifications:
Desire to build technical expertise via on-the-job training and experience.Relevant coursework in computer systems analysis and design.Typical majors conducive to this work would include: almost any IT (Information Technology) degrees, certain Business degrees with a concentration or minor in IT, Mathematics, many Engineering degrees, and Music.
Familiarity with lean/agile development is considered a plus, as this will be an increasingly common approach.Ability to define and gain adoption of best practice techniques.Solid interpersonal skills, including a desire to work within a highly-matrixed, team-oriented environmentAbility to gain adoption of best practice techniquesEstablish and maintain backup and recovery policies and procedures
Bachelor's degree required.
Less than one year of experience and a recent college graduate would be the ideal candidate.

HCA Healthcare is a comprehensive healthcare network where 265,000 people across more than 1,800 care facilities are all committed to creating a positive impact every day. It’s an organization that exists to give people healthier tomorrows. Our scale enables caregivers to deliver great outcomes for patients and gives colleagues unparalleled opportunities to learn and grow. Most importantly, as a part of HCA Healthcare we’re connected to something bigger, which means more resources, more solutions and more possibilities for everyone who walks through our doors. What matters most to our diverse and talented colleagues is giving people the absolute best healthcare possible. Every day, we seek to raise the bar higher, not just for ourselves, but for healthcare everywhere.

Be a part of an organization that invests in you. We are actively reviewing applications. Highly qualified candidates will be promptly contacted by our hiring managers for interviews. Submit your application and help us raise the bar in patient care!

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status."
253,Database Administrator/SQL Programmer,Ferrer & Poirot PC,Part-time,save job,"Dallas, TX 75201","Database Administrator/SQL Programmer needed for a Plaintiff’s Law Firm located Dallas, Texas. We are looking for reliable, smart, motivated, goal-driven candidates who are team players with a positive and optimistic attitude who are interested in new challenges and seeking more efficient ways to improve projects.

Duties and skills needed will include, but not limited to:
Creating and editing SQL queries and workflows to assist with work assignments and projects;
Working with IT and other programmers for the betterment of the team;
Database administration and software design;
Using probing questions to identify needs or information to move projects to a conclusion;
Maintaining and improving quality results from large data;
Recommending improved processes;
Meeting productivity standards and ensures that team goals are exceeded;
Updating job knowledge by learning new procedures;
Enjoys working in a high-pace environment with multiple bosses;
Demonstrable enthusiasm and knowledge of SQL programming and software design;
Goals & quotas motivate you;
Bringing issues to the attention of your fellow IT team and attorney(s); and
Willingness to ask for help and give help to others.

The ideal candidate will have:
2+ years of SQL programming for an office environment;
Microsoft Power BI experience a plus;
Excellent communication and interpersonal skills;
Multi-tasking abilities;
Strong leadership skills;
Exceptional mathematic and problem-solving skills;
Confident, assertive, flexible and adaptable to change;
Ability to multi-task and remain calm under stress;
Strong logic skills, verbal communication, listening skills, and excellent SQL and workflow skills;
Energetic, quick learner, and flexible;
Manages multiple projects with multiple teams;
Organized and detail oriented and exhibits sound and fair judgment;
Identifies additional tasks to be completed and can approximately estimate the time to perform the tasks;
Reviewing & editing existing database and query performance, and understanding when to optimize code as to not delay a project.
Entry Level/Full-time, may consider part-time depending on schedule and qualifications"
254,SQL Database Administrator,567 reviews,Parsons Corporation,Parsons,"Pasadena, CA 91124","SQL Database Administrator
Why Join Parsons?
Parsons provides complex, solution-oriented services for the defense, intelligence, security, and smart cities markets. Our purpose is to Deliver a Better World. We do this with digitally-enabled defense, security and infrastructure solutions. These solutions respond to opportunities created by disruptive technology, expanding global population, urbanization, aging infrastructure and security challenges.
Overview:
Parsons is looking to hire a SQL Database Administrator for our Information Services team. We are looking for an enthusiastic person that is willing to learn quickly and apply new database technology to help the Company excel. Our candidate will put teamwork first before individuality. The successful candidate must be able to tackle all challenges related to the database systems. We are building a strong database team that will be setting guidelines for the companys future. The job is based in our Pasadena, CA office.
Responsibilities:
Install, administer and support on-premise/AWS hosted MS SQL Server systems and databases.
Plan and execute database migration from old version to latest SQL version.
Install and test SQL patches, service packs, and updates.
Write T-SQL queries and use queries to troubleshoot database performance issues.
Perform core DBA duties like backup and recovery, basic admin, security management, documentation, enforcing best practices and standards, and performance tuning.
Work with PowerShell scripting or other programming languages to automate repetitive manual tasks.
Provide project management to clients to support and deploy new application databases.
Responsible for disaster recovery planning, implementation, testing, and documentation.
Consults with users and vendors in diagnosing and solving all database software and data-related problems.
Apply, perform, and enforce database security compliance and provide auditing.
Monitor database system details within the database, including stored procedures and execution time, and implement efficiency improvements.
Receive and respond to incident requests (Break/Fix) and changes in service (Service Requests) assigned to the team.
Requirements:
3+ years of working DBA experience + 4-year college degree in computer science or equivalent
Microsoft SQL Database certification or any system administration preferred
Experience supporting Microsoft SQL Servers with primary focus on current releases of the product SQL 2012/14/16/17 and 19
Linux, MySQL and other open source software knowledge with AWS services is preferred.
SSRS and SSIS experience is preferred
Excellent communication skills needed for extensive contact with IT teams & management
US Citizenship or US Person required
_
Ready for action? Were looking for the kind of people who see this opportunity and dont hesitate to act. Parsons is a leader in the world of Technical Services and Engineering. We hire people with a broad set of technical skills who have proven experience tackling some of the greatest challenges. Take your next step and apply today.
Parsons is a digitally enabled solutions provider focused on the defense, security, and infrastructure markets. With nearly 75 years of experience, Parsons is uniquely qualified to deliver cyber/converged security, technology-based intellectual property, and other innovative services to federal, regional, and local government agencies, as well as to private industrial customers worldwide.

Parsons is an equal opportunity, drug-free employer committed to diversity in the workplace. Minority/Female/Disabled/Protected Veteran/LGBT.

For more about Parsons, visit parsons.com and follow us on Facebook, Twitter, LinkedIn, and YouTube."
255,Database Administrator,4 reviews,Civis Analytics,Civis Analytics,"Chicago, IL","What we do

Civis Analytics helps leading businesses, nonprofits, and government use data to identify, attract, and engage customers, constituents, and citizens. With a blend of proprietary data, technology and advisory services, and an interdisciplinary team of data scientists, developers, and survey science experts, Civis helps organizations stop guessing and start using statistical proof to guide decisions. Learn more about Civis at www.civisanalytics.com.

What we are looking for

Are you a self-starter? Do you want to work where you can make an immediate impact? Civis is looking for a Database Administrator to join our team!

As a Database Administrator, you will be responsible for improving how Civis manages and supports Redshift, our product's primary data warehouse, as well as with other database technologies. You will serve as a subject matter expert in all things database and work on initiatives across multiple departments to implement best practices and improve the user experience of our clients.

Responsibilities


Work with our Client Success organization to develop tools that automate database administration and instill best practices.
Help our Client Success organization troubleshoot and respond to database related support requests from our clients.
Consult with various teams to tune SQL queries.
Serve as a subject matter expert for database security best practices, partnering with our Cybersecurity team.
Work with Systems and Data Engineering teams to optimize our database infrastructure.
Consult with engineering teams on how to optimize the use of Redshift and other databases in our software.
Stay up-to-date with database releases and notify Client Success and Engineering teams of changes that could impact the stability of our products.

Minimum Requirements


2-3 years' experience working with and administering distributed databases
Comfortable navigating the database system catalog
Comfortable working with cloud hosted infrastructure
Ability to work both independently and collaboratively with peers, across teams, and with management
Ability to communicate technical concepts to both non-technical business users as well as client technical stakeholders
An ability and eagerness to constantly learn and teach others

Preferred Qualifications

Experience with one or more of the following:

2-3 years' working with and administering Redshift
Database permission management and best practices
Optimizing database workload management
Tuning SQL queries via both SQL tuning and optimizing schema design
Working with both very wide (1,000+ columns) and large (500+ GB) data sets

Who we are

At Civis, we have opportunities for applicants who are newcomers, seasoned professionals, and anywhere in between. Our teams are energized by complex challenges and value diversity of thought. Opportunities to stand out and inspire happen daily and we trust and encourage you to act on your ideas – no matter how big they are. We offer you the tools and community you need to do your best work. Each of us is committed to holding ourselves accountable for results, challenging the status quo and finding new ways to grow our company and each other.

Why Civis Analytics?


The opportunity to be part of a growing tech startup focused on continued learning, mentorship, and internal promotion
Competitive benefits including flexible PTO, 401K match with immediate vesting, as well as health, dental, and vision benefits
Downtown open office environment near great restaurants and all public transportation options

Civis embraces the individuality of our employees and we celebrate each other's differences. Our products, services, and culture benefit from and thrive on the unique perspectives brought by each person in our Civis community. We're proud to be an equal opportunity workplace, and we are committed to equal employment opportunity regardless of race, age, sex, color, ancestry, religion, national origin, sexual orientation, gender identity, citizenship, marital status, disability, or Veteran status. If you have a disability or special need that requires accommodation, please contact internalrecruiting@civisanalytics.com

In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States.

EEO IS THE LAW ( https://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf )

EEO Supplement ( https://www.dol.gov/ofccp/regs/compliance/posters/pdf/OFCCP_EEO_Supplement_Final_JRF_QA_508c.pdf )

Pay Transparency ( https://www.dol.gov/ofccp/pdf/pay-transp_English_unformattedESQA508c.pdf )"
256,Database Administrator – Informatica,iDoo Global,iDoo Global,save job,"Houston, TX","Positions are located in Houston, TX and will involve working at client locations depending upon project and/or client requirements. Periodic travel may be required.
Mail resumes with JOB ID to: iDoo Global Inc., 10101 Harwin Dr., Ste.373, Houston, TX 77036.
Duties and responsibilities: Perform analysis that is diverse and very complex, and can work independently under general direction. Utilize project document management system and learning management system which includes work flow to achieve project budget scheduling and quality. Participate in team meetings, planned and ad hoc, for continuous improvement opportunities. Find creative solutions to complex and diverse business requirements. Provide consultation to customers and collaborate internally on complex projects as a top level contributor/specialist. Perform computer programming, software development, systems analysis, professional engineering, consulting, technical writing or other specialized technical work as directed to perform by Employer for Employer’s Clients (“Clients”) using his/her own discretion and independent judgment. Informatica Administrator is responsible for managing and maintaining the data integration (ETL) platform supporting one or more for data warehouse implementations that deliver diverse reporting and analytic capabilities to oil and gas customers in the public and private sector. Interface directly with client subject matter experts to clarify design and operating conditions. Review business and technical requirements and ensure the platform meets requirements, apply industry best practices for ETL configuration and design. Develop advanced training modules based on project design specifications which describe the purpose, data flow and control strategies of the oil and gas industry. Plan and assist on ETL implementations for team utilizing Informatica (or related) tools Produce written deliverables for technical design, system testing and implementation activities. Install ETL systems that are operationally stable, efficient and automated. Implement technical solutions that are scalable, aligned with the enterprise and can adapt to changes in business. Develop best practices, standards of excellence, and guidelines for development teams, handle user provisioning and security on the ETL platform.
Education & Experience Requirements: Candidate must have masters in Computer (Science/Engineering/Applications), MIS, Engineering (Any Branch) Business Administration or related field or foreign equivalent along with minimum of 6 months work experience in Oil and Gas industry using following technical skills: Reporting solutions, database platforms, and technical writing."
257,Software Database Administrator,,MiTek Industries,MiTek Industries,"Greenwood Village, CO","MiTek USA Inc., a subsidiary of Berkshire Hathaway, Inc., is seeking a Software Database Administrator for a permanent position in Greenwood Village, Colorado.

REQUIRED SKILLS: The right candidate will have, demonstrable on the resume, at least three years' worth of experience with SQL Server database development and deployment. You must have a strong SQL background, specifically working with MS SQL Server in a production environment. You must be able to troubleshoot customer SQL Server issues.


Although not required, Firebird SQL experience is a huge plus, as is Delphi programming experience.


Interested?

Please apply directly and tell us, in your cover letter, the specific experience you have for each of the points mentioned in the REQUIRED SKILLS above.

Thanks!


MiTek is an E-Verify and Drug and Tobacco-Free Workplace.


We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard To race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.


Required Skills

Required Experience"
258,Database Administrator,19 reviews,Harris & Associates,Harris & Associates,"San Diego, CA 92101","Harris is a 100% employee-owned company focused on solving today's complex challenges in planning, design, and construction of public infrastructure. Our offices and project sites span the West Coast in California, Nevada, and Washington with a staff of over 200 employee-owners. We focus on serving clients in the municipal, water, transportation, and education markets.
If you're a driven professional looking for a collaborative environment, work that makes a difference, and a firm that invests heavily in your growth, you could be a perfect fit for Harris & Associates.
Harris is looking for a Oracle Database Administrator to join our dynamic PMCM team in our San Diego office. The Oracle Database Administrator is responsible for designing, developing and implementing new technologies, as required, to support the technical capabilities with our client. To be successful in this role one must be able to work effectively in a fluid, fast-paced environment. This role requires good communication skills. In addition, a successful Oracle Database Administrator should have development and automation experience with other databases.
Responsibilities and Duties
Develop new or maintain existing programs based on specifications
Participate in the design of new or changing programs
Share knowledge by effectively documenting work
Stay current with changes in the technical area of expertise
Respond quickly and effectively to production issues and taking responsibility for seeing those issues through resolution
Resolve database performance issues, database capacity issues, replication, and other distributed data issues
Install and maintain database software

 Qualifications and Skills
Bachelors' degree or equivalent work experience preferred
At least 5 years' experience in Oracle database technologies
Experience working with development and automation
Experience with another database such as SQL Server, PosgreSQL, MySQL, or similar
Must be able to communicate effective in English both written and verbally
Compensation and Benefits
We offer competitive salaries and benefits, including medical, dental, vision, and life insurance. Harris & Associates is committed to creating a diverse environment and is proud to be an EEO/AA employer. We invite resumes from all interested and qualified candidates including women, minorities, veterans and persons with disabilities.

Harris & Associates is an equal opportunity/affirmative action employer. All qualified applicants will receive consideration for employment without regard to sex, gender identity, sexual orientation, race, color, religion, national origin, disability, protected Veteran status, age, or any other characteristic protected by law.
jCZyC4bly3"
259,DATABASE ADMINISTRATOR,,INTRUST Bank NA,INTRUST Bank NA,"Wichita, KS","At INTRUST Bank, relationships are at the core of all we do. Which is why we focus on fostering positive relationships not just with our customers, but also with each other. INTRUST Bank recognizes and celebrates employees for their individual character, value and potential, with a focus on developing the unique talents each team member brings to the table. It’s something we’ve learned firsthand over the decades; focus on people, and the rest will fall into place to create an environment built on respect, understanding and most of all – trust.
Job Summary: Responsible for Microsoft SQL and other database infrastructure including new database installations, maintenance, and upgrades. Promotes and fosters teamwork across all areas of INTRUST and is focused on delivering a high level of customer service to all. Must maintain strict standards of confidentiality, and perform duties in a manner supporting INTRUST’s Character Qualities.
Essential Functions:
 Responsible for the administration, maintenance, and operation of the organization's SQL database environments including new server installations, maintenance, and upgrades.
 Test products and coordinates disaster recovery tests. Administers and implements policies and procedures for ensuring the security and integrity of the infrastructure.
 Manages equipment and product budgets and provides analysis of future needs based on current growth models.

Education and Experience: Bachelor’s degree in an IT related field, preferably Computer Science, or Database Administration with 3-5 years’ experience. Experience with Windows Server and SQL Server is required.
Required Skills and Knowledge: Specialized knowledge/experience in Microsoft SQL Server Clustering is required. Experience with Azure preferred.
Required Licenses and/or Certifications: None.
Physical Demands: Long periods of time will be spent viewing personal computer, sitting, standing and walking. Occasional lifting up to 25 lbs. Some bending and kneeling when installing computers and cabling.
Working Conditions: Normal office environment.
This job description summary is not intended to be an employment contract, nor is it intended to state or imply these are the only activities to be performed by the employee occupying this position. Employees will be required to follow any other duties as assigned or requested by their supervisor.
INTRUST Financial Corporation and its subsidiaries, including INTRUST Bank, are Equal Opportunity Employers whose policy is not to discriminate unlawfully against any qualified employee or applicant for employment on the basis of protected military or veteran status, disability, race, color, religion, sex, age, national origin, pregnancy, genetic information, sexual orientation, gender identity, or any other classification protected by applicable local, state or federal law; except where an individual’s protected category constitutes a bona fide occupational qualification.
Equal Opportunity Employer/Protected Veterans/Individuals with Disabilities
The contractor will not discharge or in any other manner discriminate against employees or applicants because they have inquired about, discussed, or disclosed their own pay or the pay of another employee or applicant. However, employees who have access to the compensation information of other employees or applicants as a part of their essential job functions cannot disclose the pay of other employees or applicants to individuals who do not otherwise have access to compensation information, unless the disclosure is (a) in response to a formal complaint or charge, (b) in furtherance of an investigation, proceeding, hearing, or action, including an investigation conducted by the employer, or (c) consistent with the contractor’s legal duty to furnish information."
260,Database Administrator,QSSOT Technology,QSSOT Technology,save job,United States,"Role Description : SA836: Database Administrator (M / F)

Location USA
Utilization - full time
Project language - French, English, Spanish
Project start - ASAP

Your area of responsibility:
Design, Sizing of Middleware / Application Server Environments
High availability solutions for application servers and middleware solutions

Your requirements:
Experience in administration of Oracle middleware systems
Knowledge of J2EE, Java, network and web architectures"
261,Database Administrator Analyst,QSSOT Technology,First PREMIER Bank and PREMIER Bankcard,First PREMIER Bank and PREMIER Bankcard,"Sioux Falls, SD","Are you looking for the opportunity to utilize your ability in software development? PREMIER Bankcard is looking for a friendly, outgoing individual to be responsible for the administration of computerized databases including design, control, and maintenance. Qualified candidate will analyze information requirements and develop specifications for database construction and maintenance to ensure economy, efficiency, safety of information and utilization of new technical developments.

We support a promotion-from-within philosophy for strong performers!

Compensation and Schedule

Starting wage is determined based on prior work experiences.

Full-time Hours:
Monday - Friday 8:00 a.m. - 5:00 p.m.

Performance Expectations

Administers and maintains the company database and data warehouse.
Implements and monitors database access and configurations.
Resolves database performance and capacity issues.
Performs database recovery and back-up.
May involve capacity planning, and development work.
Responsible for ongoing data schema and documentation of all internal databases and tables. May also include maintaining data dictionaries.
Completes internal projects as assigned by Application Development management.
Provides problem management support. Makes daily decisions about the best way to resolve issues with the least impact to users under management supervision.
Typical scope of the assignment is usually related to enhancements or functionality of multiple PREMIER internal databases or tables.
Test functionality including necessary documentation for review by supervisor as defined in the SDLC.
Accurately complete reports consisting of work time spent on projects within the department’s standard timeline.
Ability to follow a stringent Software Development Life Cycle (SDLC).
Must be able to efficiently manage time by organizing and prioritize tasks to maximize productive results and allow for flexibility where necessary to serve a change in priorities or an additional challenge.
Must be able to communicate thoughts, observations to participate and present information to various levels within the organization. May require communication in written or verbal form.
Perform associated tasks with on-call assignments including answering help desk phone and monitoring and remediate the completion daily processes.
Conduct tasks in a manner that complies with all consumer protection regulations and treats consumers fairly.
Skills and Qualifications

Combination of education/experience in application software development and/or computer data management that would enable incumbent to meet essential duties and required competencies of the position is required.
May require a bachelor’s degree or its equivalent.
Typically requires 0-2 years of related experience, prefer a minimum of 1 year of experience in a software development environment.
Windows domain and/or database experience/knowledge is necessary to perform essential functions and tasks of position.
Proficiency of the English language.
Exceptional verbal and written communication skills.
Ability to concentrate and work independently.
Attention to detail, analytical and problem-solving skills.
Capacity to learn, adapt to change, and become proficient quickly.
Ability to handle stress, exercise self-control, adhere to company policies and procedures and uphold The PREMIER Way.
Culture and Benefits

At First PREMIER Bank and PREMIER Bankcard, we've created a culture that emphasizes personal success, respect, health and wellness, fun and giving back. This is an environment where you will be rewarded, valued and celebrated for your hard work. We provide our employees a robust and expanded package of health benefits, incentives, growth and career advancement opportunities and some pretty epic parties—from concerts by big-name artists to giving away cars. We believe in investing in our employees, their families and our communities.

We’re Investing in You

Full medical benefits for 20+ hours/week. Medical plans and contributions to spending accounts with free dental, vision, EAP, life, AD&D, company match 401(k), long and short-term disability plans
Generous time off plans including PTO, Sick Pay, and Bonus Days
401(k) – Dollar-for-dollar match up to 5% of total compensation, 100% employee-owned
Growth plans and career pathways having the opportunity to receive a wage increase
PREMIER Wellness Program
Special discounts and pre-sell offers for Denny Sanford PREMIER Center events
Paid community volunteer hours
Special employee parties and incentives
Application Process

To ensure timely communication during the application process, please ensure that the ""My Presence"" portion of your profile is kept current. This should include your most recent phone number and email address. Additionally, please upload any relevant documentation, such as a cover letter and resume. Initial contact will be made via email. Please check your email regularly for any updates or sign in at www.firstpremier.com/careers to view any status changes.

Neither First PREMIER Bank nor PREMIER Bankcard, LLC discriminates in hiring or employment on the basis of race, color, religion, gender, national origin, age, disability, protected veteran status, or status within any other protected group."
262,Database Administrator # JN -082019-48430,156 reviews,SSi,SSI,"Clemson, SC","Duties include:
Provide Application Admin Support of Clemson s Enterprise Scheduling Applications
Develop or drive development of monitoring solutions to assist in the Application Admin Support
Develop reporting solutions for analyzing jobs runs and batch environment.
Support triage of real time production incidents as well as root cause analysis of batch jobs that introduce an undesirable affect in the production environment.
Manage upgrade or migration efforts related to existing jobs
Work with Job Scheduling team in development and provide training related to job standards and methods, escalation processes, and diagnostic approaches.
Develop or drive development of disaster recovery solutions for job scheduling and ensure high availability of the UC4/Automic Application
Managing patch levels and planning future upgrades to the UC4/Automic product
Documenting job scheduling policies and procedures
Develop and update reports for application administrative and operational needs
24/7 on call support on a rotating schedule.
Other duties as assigned.

Required skills (rank in order of importance):
The Senior UC4/Automic role has four major attributes: system administration, software development leadership, people skills, and domain knowledge in enterprise class multi-tier application development projects. Candidates must display excellence in all areas.
Proven UC4/Automic experience in managing and supporting the application in a Linux environment (preferably a RedHat-based) as well as general Linux systems administration.
Demonstrated success in supporting the UC4/Automic application while using Oracle as the database.
Understanding of IT development and implementation projects.
Strong written and oral communications skills, including the ability to give presentations to project management. Strong proficiency in English.
Impeccable integrity. Candidates must be confident with their abilities to make correct decisions and the courage to speak out when necessary.
Willingness and ability to effectively engage with people and organizations on a continuous basis.

Required education:
Bachelor s degree in a technical, business, or related field. Master s degree is desirable.

Required certifications:
None required. UC4/Automic training/certification is beneficial."
263,Database Administrator,,XPO Logistics,XPO Logistics,"Chicago, IL 60601","Logistics done differently.
At XPO Logistics, we know that state-of-the-art technology drives our success, and we want to put you behind the wheel. As the Database Administrator, you will be responsible for troubleshooting problems, implementing solutions and monitoring the effectiveness of the databases that keep XPO running smoothly. If you love a challenge and have a competitive spirit fueled by achievement, we have an opportunity for you to grow with XPO.

Pay, benefits and more.
We are eager to attract the best, so we offer competitive compensation and a generous benefits package, including full health insurance (medical, dental and vision), 401(k), life insurance, disability and the opportunity to participate in a company incentive plan.

What you’ll do on a typical day:
Design, install, configure, support and manage SQL servers and databases in clustered and standalone environments
Identify and resolve performance problems within the databases and operating systems
Work closely with our Development Teams, offering best practices for optimal code development
Implement database backup and recovery configurations that meet/exceed our customer specifications
Perform upgrades and patches to SQL server databases
Proactively manage database support issues and take corrective actions
What you need to succeed at XPO:
At a minimum, you’ll need:
Bachelor’s degree in Computer Science or Engineering
5 years of database administration experience with SQL Server (version 2012 minimum)
An understanding of Microsoft Server Operating Systems
Experience with SQL server clustering, availability groups, replication and log shipping
SSAS, SSIS and SSRS experience
Expert capabilities in SQL server performance tuning and query
Experience using monitoring tools and setting proper alerting thresholds
Strong understanding of relational data modeling
Expert knowledge in T-SQL
It’d be great if you also have:
Master’s degree in Computer Science or Engineering
Microsoft certifications
Experience with SQL Server on Linux Operating Systems
Some experience with versions of SQL Server above version 2012
Microsoft Azure experience
OLAP cubes and MDX development experience
Be part of something big.

XPO is a leading provider of cutting-edge supply chain solutions to the most successful companies in the world. We help our customers manage their goods most efficiently using our technology and services. Our greatest strength is our global team – energetic, innovative people of all experience levels and talents who make XPO a great place to work.

We are proud to be an Equal Opportunity/Affirmative Action employer. Qualified applicants will receive consideration for employment without regard to race, sex, disability, veteran or other protected status.

The above statements are intended to describe the general nature and level of work being performed by people assigned to this classification. They are not intended to be construed as an exhaustive list of all responsibilities, duties and skills required of personnel so classified. All employees may be required to perform duties outside of their normal responsibilities from time to time, as needed."
264,Database Administrator,,"Richey May & Co., LLP","Richey May & Co., LLP","Eagle Mountain, UT","Job Title: Database Administrator
Reports To: Executive Director, Data Analytics
Location:

Job Description
The Database Administrator is responsible for managing the interchange of data between servers and users. This individual's primary focus will be on the development of API and to retrieve data from various systems for collection in a data repository. They will also be responsible for manipulation of the data using built-in tools to produce final production tables and customized visualizations and dashboards. They will use Python and other means to distribute common data visualizations to our customer base. Other data, visualization, and similar tasks as assigned.

Responsibilities
Writing reusable, testable, and efficient code
Design and implementation of low-latency, high-availability, and performant applications
Implementation of security and data protection
Serve data and visualizations to clients as needed with appropriate permissions in place

Skills and Qualifications
Expert in Python, with knowledge of at least one Python web framework (such as Django, Flask, etc depending on the technology stack)
Familiarity with some ORM (Object Relational Mapper) libraries
Ability to integrate multiple data sources and databases into one system
Understanding of the threading limitations of Python and multi-process architecture
Familiarity with event-driven programming in Python
Basic understanding of front-end technologies such as JavaScript, HTML5, and CSS3
Understanding of accessibility and security compliance
Knowledge of user authentication and authorization between multiple systems, servers, and environments
Familiarity with the Domo platform
Understanding of fundamental design principles behind a scalable application
Understanding of the differences between multiple delivery platforms, such as mobile vs desktop, and optimizing output to match the specific platform
Ability to create database schemas that represent and support business processes
Strong unit test and debugging skills
Proficient understanding of code versioning tools such as Git
dFIWQIjDPo"
265,Database Administrator,315 reviews,Heartland,Heartland,"Robinsons, AL","Summary:
The SQL Server DBA will be responsible for the implementation, configuration, maintenance, and performance of critical SQL Server systems, to ensure the high availability and consistent performance of our corporate applications. This is a “hands-on” position requiring solid technical skills, as well as excellent interpersonal and communication skills.

The successful candidate will be responsible for the administration and sustainment of the SQL Server, ensuring its operational readiness (security, health and performance), executing deployments, and performing all maintenance in support of multiple development teams. Must be capable of working independently and collaboratively.
Job Details:
Administers SQL Server production databases.
Coordinates backups and restore functions.
Monitors SQL Server jobs and Configure SQL Server monitoring utilities to minimize false alarms
Programming in T-SQL.
Installs and configures SQL database setups.
Troubleshoot SQL Server production issues or service outages as they occur, including after-hours and weekends
Handles capacity planning and monitors database growth.
Manages SQL database Cluster, replication & Mirroring.
Manages SQL Server security and logins.
Upgrade of older versions of SQL Server
Designs disaster recovery strategies.
Oversees index management.
Deals with performance issues on production SQL Servers and Tuning T-SQL queries to improve performance
Moves objects from staging to production databases and deploy database change scripts provided by application teams
Tests all patches before deploying to production.
Document the company’s database environment
Performs other duties as assigned.
Required Skills and Qualifications:
BS in Computer Science/Information Technology, or equivalent required.
Minimum of five years of DBA work experience with SQL 2008R2 and 2012.
Strong working knowledge on SQL Server 2008, 2012, 2014 (preferred), AlwaysOn, replication, failover clustering, log shipping, mirroring, SSRS, SSIS and any other SQL technologies
Understanding of complex and advanced database concepts like database partitioning, compression, transparent data encryption and sql performance tuning.
Experience with upgrading SQL Server 2012/2014/2016 from earlier versions
Preferred Skills:
Exposure to SQL Server 2016
Microsoft certification in SQL Server technologies.
Working knowledge of other database platforms would be huge plus
Experience with IT development or software engineering practices or techniques required
Working knowledge of SOX, PCI-DSS, and industry best practices relevant to the payment card industry.
Global Payments Inc. is an equal opportunity employer.
Global Payments provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, sex (including pregnancy), national origin, ancestry, age, marital status, sexual orientation, gender identity or expression, disability, veteran status, genetic information or any other basis protected by law. Those applicants requiring reasonable accommodation to the application and/or interview process should notify a representative of the Human Resources Department."
