,Job_Title,Company1_Info,Company2_Info,Company3_Info,Location,Full_Description
229,Clinical Process/Data Analyst,,Marshall Medical Center,Marshall Medical Center,"Placerville, CA","Supports organization-wide quality and performance improvement activities and projects by implementing information technology solutions for data collection, analysis and reporting. Integrates and analyzes data from disparate sources to create useful information on clinical and operational performance, utilizing descriptive statistics and/or statistical process control methodology as appropriate. Develops databases/spreadsheets for use by clinical/support staff and provides support to staff in the use of these tools.
Qualifications:
BA/BS Degree or related certifications/training required.
Minimum of three years of experience in data extraction and analysis required, preferably in a healthcare setting with a strong focus on business or accounting.
Application of descriptive statistics and statistical process control methodologies, familiarity with SQL and relational databases, knowledge of quality assessment and performance improvement concepts required.
Familiarity with risk/severity adjustment methodologies; basic coding of disease/procedures and basic medical terminology desired but not required.
Proficiency in Microsoft Office Windows-based applications, including Word, Excel, Access and Powerpoint required.
Strong Analytical skills required.
Advanced ability with Excel and Access software, intermediate ability with Minitab statistical software and the ability to generate reports from the hospital system.
Excellent written and oral communication; report presentation; ability to develop Microsoft Access databases for clinical applications; ability to work in a fast paced environment with frequent interruptions; ability to work with minimal supervision; ability to reprioritize work as needed; excellent organizational and interpersonal skills required.
Req # 9566"
230,Data Analyst,,CEDENT,save job,"Redmond, WA","About Us::

Cedent is a rapidly growing, young and team-oriented organization. Our mission is to provide expertise and counsel rather than resources. We encourage the formation of joint teams with client staff to take a project from inception to implementation. Through this philosophy we provide identifiable business benefits in the most economical manner.Cedent enables business results by being a 'Value Added partner'. It offers integrated portfolio of services to its clients in the areas of Consulting, System Integration for key-industry verticals. Our resources bring their unique perspectives and insight based on their individual experiences, which leads to breakthrough outcomes for our clients. Our people make the difference by consistently delivering outstanding value to our customers.

Job Description:
1) Experience in SQL/ Scope scripting
2) Knowledge of Big Data pipelines/Data Engineering
3) Working Knowledge on MSBI stack on Azure
4) Hands-on in Visualization like PowerBI
5) Knowledge in Marketing Domain and Audience targeting, Segmentation specifics, Campaign Operations
6) Knowledgeable in Marketing Automation, Identify repetitive labor intensive tasks and automate/RPA/Chatbots
7) Data Discovery and Analysis
8) Excellent Communication, Status reporting, Analysis Skills on Campaign Operations

Responsibilities:
 :
1) Campaign Operations and Automation using proprietary tools
2) Campaign Data Analysis and reporting
3) Audience Sizing and Writing Segmentation Queries for Campaigns
4) Create/Maintain and Enhance Big Data Pipeline
5) Requirement Analysis, collaboration with Content team, translation of Req to Scripts and operations
6) Daily status reporting, interacting with other vertical/pod

You Will Enjoy:
An opportunity to be a part of a great culture, an awesome team, a challenging work environment, and some fun along the way!
Apply today to learn more and be part of the Growth story.
All applications will be kept strictly confidential and once shortlisted , our team will be in touch with you for further discussions."
231,Research Data Analyst 1,,Stanford University,Stanford University,"Stanford, CA","Job Code: 4751
Job Grade: G

Stanford University is seeking a Research Data Analyst 1 to manage and analyze large amounts of information, typically technical or scientific in nature, under the direction of project researchers, investigators, or managers.
Duties include:
Collect, manage and clean data sets.
Employ new and existing tools to interpret, analyze, and visualize multivariate relationships in data.
Create databases and reports, develop algorithms and statistical models, and perform statistical analyses appropriate to data and reporting requirements.
Use system reports and analyses to identify potentially problematic data, make corrections, and determine root cause for data problems from input errors or inadequate field edits, and suggest possible solutions.
Develop reports, charts, graphs and tables for use by investigators and for publication and presentation.
Analyze data processes in documentation.
Collaborate with faculty and research staff on data collection and analysis methods.
Provide documentation based on audit and reporting criteria to investigators and research staff.
Communicate with government officials, grant agencies and industry representatives.- Other duties may also be assigned.
EDUCATION & EXPERIENCE (REQUIRED):
Bachelor's degree or a combination of education and relevant experience. Experience in a quantitative discipline such as economics, finance, statistics or engineering.
KNOWLEDGE, SKILLS AND ABILITIES (REQUIRED):
Substantial experience with MS Office and analytical programs.
Strong writing and analytical skills.
Ability to prioritize workload.
PHYSICAL REQUIREMENTS*:
Sitting in place at computer for long periods of time with extensive keyboarding/dexterity.
Occasionally use a telephone.
Rarely writing by hand.- Consistent with its obligations under the law, the University will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of his or her job.
WORKING CONDITIONS:
Some work may be performed in a laboratory or field setting.
WORK STANDARDS:
Interpersonal Skills: Demonstrates the ability to work well with Stanford colleagues and clients and with external organizations.
Promote Culture of Safety: Demonstrates commitment to personal responsibility and value for safety; communicates safety concerns; uses and promotes safe behaviors based on training and lessons learned.
Subject to and expected to comply with all applicable University policies and procedures, including but not limited to the personnel policies and other policies found in the University's Administrative Guide, http://adminguide.stanford.edu."
232,Data Analyst,"2,248 reviews",W.W. Grainger,Grainger,"Lake Forest, IL 60045","Grainger is a broad line, business-to-business distributor of maintenance, repair and operating (MRO) supplies and other related products and services. More than 3.2 million businesses and institutions worldwide rely on Grainger for products such as safety gloves, ladders, motors and janitorial supplies, along with services like inventory management and technical support. These customers represent a broad collection of industries including commercial, government, healthcare and manufacturing. They place orders online, on mobile devices, through sales representatives, over the phone and at local branches. Approximately 5,000 suppliers provide Grainger with more than 1.6 million products stocked in Grainger’s distribution centers and branches worldwide.

Primary Function
The Data Analyst is responsible for identifying, capturing, analyzing, and managing the company’s data, contributing to better decision-making and planning. He/she provides data analysis including the conceptualization, modeling and presentation of data. Additional responsibilities include supporting information governance in conjunction with Architects and data stewards. They perform a variety of technical tasks related to capturing, managing, and analyzing Grainger’s data. The Data Analyst excels at turning information into insight and knows how this knowledge supports and enables key decisions and business processes.

Principal Duties & Responsibilities
Ability to use A3 Thinking to identify the tasks, knowledge, and techniques required to determine and assess proposed solutions to business problems.
System Development – Analysis work performed to review the current stated solutions used by an organization, to identify the issues, define the requirements, and suggest best possible solutions, in addition to configuration development and testing.
Continuous Improvement – Analysis work to review current manual or workflow activities and tasks performed by people, functional areas, and systems, which are designed to achieve a specific outcome, while assuring data quality/integrity. Understands relationships, information exchanges/handoffs, procedures, policies, and observations of work performed to achieve specific outcomes. Within the context of the relationship with the business, assures alignment for continuous improvement within the systems landscape.
Develop financial analyses to support the growth and productivity metrics KPI’s in the business unit through continuous improvement of data extraction and end-user functionality.
Understand business problems and opportunities in the context of the requirements, recommends, and implements solutions that enable the organization to achieve its goals.
Document procedures and processes appropriately to build a library of solutions that future business units can leverage.
Functional Configuration – Performs and documents basic functional configuration activities.
Logical Data Model – Able to model basic business data elements and requirements.
End User Training Materials – Assists with the development of materials.
Problem Solving - Gathers data to support recommendations to address problems.
Communications – Assists with the development of communication materials.
Knowledge Transition – Supports the transition of knowledge from Build to Run.
Research & Analysis – Conducts industry and internal research and analysis.

Preferred Education & Experience
Bachelor’s degree in Computer Science, Information Systems, Business, or other related field. Or equivalent work experience.
Requires knowledge of business operations, systems requirements and IT processes and technologies.
Requires technical, analytical, and interpersonal skills.
0 – 2 years of experience within Data Warehousing and Analytics
Working knowledge of SQL coding across enterprise data warehouses (e.g. Teradata).
Exposure with emerging reporting tools and technologies (e.g. Tableau, BusinessObjects).
Exposure with big data and related data analytics tools (e.g. R, VBA, Python).

Impact
Effective management of data integrity and execution to our customers contributes to the operational and financial success of the organization.
Through accurate problem identification, determination, and documentation, the position can reduce the mean time to repair for the organization, and influence current/future development efforts through root cause determination.
Responsible for integrating financial analyses with system-based solutions regardless of that business unit being on SAP or not.

Working Relationships
Interfaces with all levels of management within the Finance business units along with the Enterprise Systems organization.

Grainger is an Equal Opportunity / Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, gender identity, sexual orientation, disability, or protected veteran status."
233,Production Data Analyst,30 reviews,Aviagen,Aviagen,"Elkmont, AL","Summary:We are looking for an outstanding person to fill a vacant position of GP Production Data Analyst. This person will be responsible for turning assembled data into information that can be used to make educated and responsible business decisions. This position will be critical to highlighting key process indicators and trends to add much needed visibility to an ever growing set of data.
They will design and develop analysis and reporting capabilities and continuously monitor performance trends. This position will be located at the Elkmont GP Production Compliance Office and will report to the Director of GP Operations.
Requirements
High School Diploma required; College degree preferred.
Proven working experience with data entry required
SharePoint and SHAPS experience preferred; Sustainability and ISO experience a plus
Will be expected to maintain the calibration and ISO programs initially
Technical expertise regarding data models, database design development, data mining and segmentation techniques
Strong knowledge of and experience with reporting packages, databases and knowledge of statistics and experience using statistical packages for analyzing large datasets
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Adept at queries, report writing and presenting findings
Some limited travel will be required
Responsibilities:
Interpret data, analyze results using statistical techniques and provide ongoing reports
Develop and implement data collection systems and other strategies that optimize statistical efficiency and data quality
Acquire data from primary or secondary data sources and maintain databases/data systems
Identify, analyze, and interpret trends or patterns in complex data sets
Filter and “clean” data, and review computer reports, printouts, and performance indicators to locate and correct code problems
Work closely with management to prioritize business and information needs
Locate and define new process improvement opportunities
Produce weekly, bi-weekly and monthly reports
Responsible for keying in overflow data as well as weekly data entry
Capable of working well in a team environment as well as individually
Your tasks and duties"
234,Transit Data Analyst,30 reviews,IBI Group,save job,"Seattle, WA 98104","Job Description

Here’s how we work:
The Seattle, WA office is hiring a Transit Data Analyst to join their team.
IBI Group's Transit Data practice focuses on helping transit agencies manage their data, provide high-quality real-time information to passengers, and analyze service quality and measure performance. The Transit Data practice also has a special emphasis on open data, and open data standards like GTFS/GTFS-real-time.
The Transit Data team has been working closely with many agencies to plan for, design, procure, implement, and test their passenger information and analytics systems. This includes experience with Everett Community Transit, Vancouver TransLink, Denver RTD, Boston MBTA, Los Angeles Metro, amongst others.
 Most of the things you’ll work on:
Plan, design, implement, and test technology systems that:
Provide high-quality real-time information to transit passengers. This includes systems that interface with vehicle tracking systems, generate predictions, generate service alerts, and provide them to passengers via a variety of channels and data feeds.
Analyze service and measure performance based on real-time and archival data. This includes assessing the quality of service provided to and experienced by transit passengers.
Analyze schedule, operational, real-time, and spatial data to identify issues, and improve transit service
Prepare technical memos, reports and proposals
Coordinate with clients, and other design disciplines, offices and staff

Qualifications

You'll need to have:
Strong interest in public transit
Experience with, or interest in, transit operations is preferred
Experience with, or interest in, transit data (e.g. GTFS and GTFS-real-time formatted data) is preferred
Experience with, or interest in, databases and SQL is preferred
One of the following educational qualifications:
Master's degree in Transportation, Transportation Engineering, Systems Engineering, Civil Engineering, City Planning, Urban Planning, Computer Science/Engineering, Mathematics, or a related field.
Bachelor’s degree in Transportation, Transportation Engineering, Systems Engineering, Civil Engineering, City Planning, Urban Planning, Computer Science/Engineering, Mathematics, or a related field and at least two years of work experience in the transportation industry.
Problem solving skills and a practical thinker
Strong organizational skills and self-motivated
Strong written and verbal communication skills
Please add school transcripts and two writing samples with your resume submission.
Additional Information

Office Description:
This office is steps away from the Pioneer Square Station. It is easily accessible by transit, bike and car.
We work on projects in the Seattle area, and across North America. Significant projects in the Seattle area include:
Planning for, design, development, and implementation of systems for Community Transit (Everett, WA) and TransLink (Vancouver, BC) to create, manage and disseminate service alerts and aggregate and disseminate real-time vehicle location and prediction information.
Analysis to support Sound Transit’s use of Automatic Passenger Counting (APC) data for planning and reporting purposes.
Office Perks:
Professional fees are paid yearly and we provide a competitive benefits package.
As part of IBI Group's selection process, candidates may be requested to consent to background checks relevant to the role under consideration for, prior to receiving a job offer. These could include: work references, education and credential confirmation, employment verification, identity check, credit report, criminal offence and driver’s license record."
235,Data Analyst Intern,"1,163 reviews",Internship,Paypal,"San Jose, CA 95131","Who we are
Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom, enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
When applying for a job you are required to create an account, if you have already created account - click Sign In.
Creating an account will allow you to follow the progress of your applications.
Note:
Provide full legal first Name/Family Name
DO: Capitalize first letter of First and Last Name. Example: John Smith
DON'T: Capitalize entire First and/or Last Name. Example: JOHN SMITH
NOTE: Use correct grammar for Names with multiple cases. Example: McDonald or O'Connell

Provide full address details
Resume is required
Multiple attachments can be uploaded including Resume and Cover Letter for each application

Job Description Summary:
At PayPal, we’re literally reinventing how the world pays and gets paid. We understand that it’s about people. We connect individuals to let them shop, get paid, donate and send money using today’s technology with the confidence that comes from the security and control PayPal enables. Are you ready to help us change the world?


The world’s leading payments company, PayPal, brings together a family of brands that are revolutionizing the way people move money. At PayPal you will be immersed in an amazing community with a vibrant culture that thrives on innovation, collaboration, inclusion and wellness.
Job Description:
We are seeking world-class problem solvers who have a passion for data and a relentless focus on execution and delivery. You will be most successful with a healthy combination of both, technical skills and business acumen. As a Data Analyst Intern you will generate insights by conducting extensive analyses of PayPal’s rich data. In the process, you will develop a deep understanding of the payments business, our site functionality, further strengthen your analytic, leadership and presentation skills and gain exposure to a wide variety of functional teams within PayPal.
Key Responsibilities
Understand how to make data visually appealing and simple to both navigate and comprehend for end-users
Aggregate data from various sources to construct streamlined data pipelines and integrate data from multiple PayPal systems
Identify key metrics and build exec-facing dashboards to track progress of the business and its highest priority initiatives
Identify key business levers, establish cause & effect, perform analyses, and communicate key findings to various stakeholders to facilitate data driven decision-making
Work closely across the matrix with teams like Finance, Marketing, Product, Engineering and senior executives
Lead and participate in special projects/initiatives: innovate and implement large-scale quality improvements to processes and/or systems by conducting data analysis and making recommendations, troubleshooting technical issues, and refining processes around customer support
 Basic Requirements:
Must be earning a Bachelor’s or Master’s degree in Computer Science, Math, Statistics or related field
Experience with one or multiple of the following will be highly desirable; Python, Java, Tableau, Jupyter Notebooks, Teradata, Hadoop/Hive, Oracle, JavaScript, SQL, Airflow, Linux, Perl, PHP
Excellent understanding of computer science fundamentals, data structures, and algorithms
Demonstrated experience, familiarity and ease with handling large data sets and crunching numbers
Information Retrieval (search/recommendation/classification) experience or Human Judgment/User Interface experience
Strong written and verbal communication skills with the ability to translate complex problems into simpler terms, and effectively influence both peers and senior leadership
Position Location: Varies
Subsidiary:
PayPal
Travel Percent:
0
Primary Location:
San Jose, California, United States of America
Additional Locations:
Austin, Newton - Massachusetts, New York, San Francisco - Braintree/Venmo, Scottsdale, Timonium
We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.
Paypal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities."
236,Data analyst,"6,780 reviews",Capgemini,Capgemini,South Carolina,"Short Description
About Capgemini
A global leader in consulting, technology services and digital transformation, Capgemini is at the forefront of innovation to address the entire breadth of clients’ opportunities in the evolving world of cloud, digital and platforms. Building on its strong 50-year heritage and deep industry-specific expertise, Capgemini enables organizations to realize their business ambitions through an array of services from strategy to operations. Capgemini is driven by the conviction that the business value of technology comes from and through people. It is a multicultural company of over 200,000 team members in more than 40 countries. The Group reported 2018 global revenues of EUR 13.2 billion (about $15.6 billion USD at 2018 average rate).
Visit us at www.capgemini.com . People matter, results count.
Capgemini is an Equal Opportunity Employer encouraging diversity in the workplace. All qualified applicants will receive consideration for employment without regard to race, national origin, gender identity/expression, age, religion, disability, sexual orientation, genetics, veteran status, marital status or any other characteristic protected by law.
This is a general description of the Duties, Responsibilities and Qualifications required for this position. Physical, mental, sensory or environmental demands may be referenced in an attempt to communicate the manner in which this position traditionally is performed. Whenever necessary to provide individuals with disabilities an equal employment opportunity, Capgemini will consider reasonable accommodations that might involve varying job requirements and/or changing the way this job is performed, provided that such accommodations do not pose an undue hardship.
Click the following link for more information on your rights as an Applicant: http://www.capgemini.com/resources/equal-employment-opportunity-is-the-law
Qualifications
5-7 years’ experience as a Data Analyst Systems Analyst or Developer role in a Data Management organization
Strong analytical skills with the ability to collect organize analyze and disseminate significant amounts of information with attention to detail and accuracy
Strong knowledge of SQL or other query languages
Familiar with data modelling practices and standards across conceptual logical and physical levels
Familiar with database design and development methodologies
Familiar with Data Definition Language DDL and Data Manipulation Language DML SQL commands
Experience maintaining metadata for complex data environments and ensuring data integrity
Highly organized with strong communication problem solving documentation and presentation skills
Proven ability to be proactive possess flexible attitude learn new skills and manage ambiguity Experience in financial services
Additional Requirements Experienced in both waterfall and agile project methodologies
Ability to work independently in a fast paced environment
Job Responsibilities
Title: Data Analyst:
Perform data analysis and profiling using standard toolsets such as Informatica IDQ or Global ID as well as manual analysis methods to interpret trends or patterns identify relationships understand anomalies assess data quality and add context to requirements Perform data mapping and gap analysis Document Data
Requirements Specifications based on interpretation of Business
Requirements discussions with stakeholders and overall knowledge of the data Create and maintain Data Feed Specifications which capture the layout and metadata of all incoming and outgoing data feeds
Maintain in depth knowledge of data across all domains and entities
Provide clarity for business terminology and relationships to data structures
Assist with root cause analysis and remediation of production support issues related to data integrity Provide support for metadata initiatives including but not limited to Business Glossary updates Data Dictionaries for physical table structures Data Feed Specifications for incoming and outgoing file deliveries Data Models Conceptual Logical and Physical Data Lineage within metadata repository Focus on continuous improvement of data lifecycle processes procedures standards and usages
Other Job Duties Mentor and provide leadership to more junior members of the team
Maintain relationships with interface partners and vendors to assess or communicate impacts specific to upstream or downstream data changes
Create data models at the conceptual and logical level depending on experience"
237,Data Analyst I,989 reviews,Partners HealthCare,Massachusetts General Hospital(MGH),"Boston, MA 02114","The Neuroanesthesia Laboratory is recruiting a Data Analyst I. Our research group uses a variety of techniques to elucidate the neural mechanisms involved in sleep, anesthesia, and anesthesia-induced neurological dysfunction. This position is a full-time position for a period of two years. Primary responsibilities of are to assist in experiments for research projects under supervision of the project head and the laboratory PI. The ideal candidate should possess good organizational skills, pay close attention to details, and communicate well. The Data Analyst I must be able to work independently, as well as with a team. This position requires a Bachelor degree in a scientific discipline. The Data Analyst I should have an advanced quantitative and computer skills to be most competitive.


Principal Duties & Responsibilities:
Communicate with clinical investigators to determine appropriate statistical analyses and discuss results
Implement and support statistical analysis and processing of large data sets, including EEG data
Assist in manuscript preparation

Qualifications

Skills/Abilities/Competencies Required:
Proficiency in manipulation and management of large data sets
Excellent verbal and written communication skills
Organization, efficiency, initiative and attention to detail
Competence in programming using Matlab and other statistical software
Knowledge of machine-learning principles
Ability to work independently and collaborate with a team
Capable of multi-tasking and meeting project deadlines in a timely manner

Education:

Bachelor's degree required.


EEO Statement

Massachusetts General Hospital is an Equal Opportunity Employer. By embracing diverse skills, perspectives and ideas, we choose to lead. Applications from protected veterans and individuals with disabilities are strongly encouraged.

Primary Location: MA-Boston-MGH Main Campus
Work Locations: MGH Main Campus 55 Fruit Street Boston 02114
Job: Professional/Managerial
Organization: Massachusetts General Hospital(MGH)
Schedule: Full-time
Standard Hours: 40
Shift: Day Job
Employee Status: Regular
Recruiting Department: MGH Anesthesia
Job Posting: May 2, 2019"
238,Data Analyst Intern,989 reviews,Voxelcloud,save job,"Los Angeles, CA","Job Description

We are hiring a Business Analyst to join our product team. You will work alongside Software Developers, Data Engineers and Machine Learning Engineers and report directly to project managers. Your main tasks include performing detailed requirements analysis, documenting supporting materials, performing software testing and simple analytics to multiple product/projects. To succeed in this role, you should have a natural analytical thinking, be well organized and be able to explain difficult concepts to non-technical users especially medical professionals.
Responsibilities:
 Analyzing project/product needs, anticipating and collecting requirements, uncovering areas for improvement and suggesting solutions to the Engineering team
Performing independent research of medical concepts, competition landscape and regulation affairs regarding medical devices, and organizing and presenting findings to the R&D team
Documenting supportive materials of product development, deployment and maintenance which includes but not limited to product manuals and sprint meeting records
Analyzing medical records data (EMR) and product usage data
Collecting product/project needs by communicating with Chinese and U.S. medical professionals and other collaborators
Performing simple feature and product testing and working closely with developers for refinements
Gathering critical information from meetings with various stakeholders and producing useful reports

Qualifications

B.S. degree in business or science major, bio/pre-med strongly preferred.
Excellent communication skills, bilingual (Chinese and English) preferred.
Exceptional analytical and conceptual thinking skills, must be a quick learner
Excellent documentation skills
Engineering background, especially software development experience, is preferred
Competency in Microsoft applications including Word, Excel and PowerPoint
Excellent planning, organizational and time management skills
Proficiency in Python / R / SQL or similar programming language is a plus.
Based in or near Los Angeles: this position is for our LA office.
Additional Information

All your information will be kept confidential according to EEO guidelines."
239,"Data Analyst, Intern (Jr/Sr)",4 reviews,$20 - $25 an hour,Federal Reserve Bank of Minneapolis,"Minneapolis, MN 55401","Data Analyst, Intern (Jr/Sr)-260712
Federal Reserve Bank of Minneapolis
Primary Location MN-Minneapolis
Full-time / Part-time Part-time
Employee Status Temporary
Overtime Status Non-exempt
Travel No
Shift Day Job
Job Sensitivity Tier II - No Credit Check
The Center for Indian Country Development (Center) at the Federal Reserve Bank of Minneapolis (Bank) seeks two data analysts (Analyst) to organize, analyze, and summarize data for the Center’s initiatives related to Indian Country educational attainment (and other relevant data). The Analyst will support and work under the direction of CICD staff economists. The Analyst’s work will center on the following tasks:

Organize primary and secondary data into standard formats for statistical processing.
Use and write R and STATA code to compute key statistics from the data as needed by the CICD.
Use and write STATA and R and related code for convenient visual display of key statistics.
Contribute to written descriptions of the data and database and to reports based on the key statistics.
Contribute to thorough documentation of the data sources, definitions, and quality issues.
Maintain clear documentation of all R and STATA code.
Senior analyst will play a key role in creating an Indian education data platform to be used by Tribal and other stakeholders.
Weekly hours and start and end dates are flexible:

Analyst level: Weekly hours and start and end dates are flexible, but the work is expected to average about 15 to 20 hours per week during the summer and fall 2019. The possibility of winter hours in 2020 will be evaluated later. This is a paid position with a salary of $20 to $25 dollars per hour, depending on experience and qualifications.

Senior Analyst level: Weekly hours and start and end dates are flexible, but the work is expected to average about 20-30 hours per week during the summer. The possibility of fall hours in 2019 will be evaluated later. This is a paid position with a salary of $25 to $30 dollars per hour, depending on experience and qualifications.

Qualifications:
Upper year enrollment in an accredited bachelor’s degree program or enrollment in an accredited post-secondary degree program.
Enrollment in an accredited post-secondary degree program in a field related to statistical data analysis (Required for Senior level)
Proficiency with basic statistical concepts, database concepts, and at least base R software coding required.
Ability to research independently, find sources of data on the topics of interest, and gather and record data.
Ability to ensure the accurate capture of data from online databases.
Excellent oral and written communication skills in general, including the ability to document data sources and data problems and limitations.
Preferred:
Strong preference for advanced ability to use R packages.
Preference for familiarity with statistical analysis in STATA.
Strong preference for knowledge of American educational data and education economics.
Preference to candidates demonstrating ability to conduct and write descriptive analysis of the data collected.
Preference for candidates with knowledge of or experience the legal and/or economic conditions on American Indian communities."
240,"Data Analyst, Client Intelligence",,Lytx,Lytx,"San Diego, CA","Innovation Lives Here
You go all in no matter what you do, and so do we. You want to use your powers for good, and that’s exactly what we do at Lytx®. Our team is made up of hungry, humble, and capable people who are making a difference every day with technology that helps save lives each year.
Position Summary
Lytx is seeking a resourceful and highly motivated individual to join our Client Intelligence and Data Analytics Team.
The primary responsibility is to perform data analysis that provides insights for clients, account managers and various internal stakeholders, with an emphasis on enhancing existing processes and templates that align with scaling initiatives. The ideal candidate will have a strong analytical capability with attention to detail, be a strong problem solver and pro-active in reaching out to stakeholders as needed.
Key Duties and Responsibilities
Manipulate large data sets, format into presentable reports and presentations with strong attention to detail
Manage analytics requests for Enterprise Clients, consult with Internal Stakeholders to suggest and implement analytical recommendations
Translate data insights into meaningful messages and stories, exhibiting customer empathy
Use problem solving skills to resolve data discrepancies, understand trade-offs associated with data relationships and react to unexpected events
Contribute to the ideation and execution of enhancing existing analytics processes
Create and maintain documentation for process consistency and training purposes
Develop workbooks, templates and new insights within Excel, Tableau and Other BI Tools that are adopted
Contributes to team and cross functional projects as assigned with ability to drive a project forward, and work both independently and collaboratively
Participates in training internal partners and team members as needed
Identifies and articulates data modeling needs to Data Engineers, through the use of business use cases and technical knowledge of data structure and tables
Organizes workload, maintains transparency and prioritization of work with management and clearly communicates expectations to internal customers
Education, Experience and Qualifications
Bachelor’s Degree in Mathematics, Economics, Business, Computer Science, or equivalent combination of education and experience
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Proven experience in designing and developing new data templates and insights through the use of a BI Tool, such as Tableau
Knowledge of data visualization techniques (e.g. Tableau)
Experience working with large datasets and complex relational data models
Basic SQL knowledge a plus
Self-motivated, ability to find new ways to improve processes
Ability to work effectively under tight deadlines and manage projects independently
Strong team player with excellent verbal and written communication skills
Proven ability to manage lifecycle of projects; from gathering business requirements through execution of deliverables
One plus years of experience in a data analytics role
Lytx, Inc. is proud to be an equal opportunity/affirmative action employer and maintains a drug-free workplace. We are committed to attracting, retaining and maximizing the performance of a diverse and inclusive workforce. EOE/M/F/Disabled/Vet."
241,eCommerce Data Analyst,"12,664 reviews",PepsiCo,PepsiCo,"San Francisco, CA","PepsiCo’s ecommerce division is expanding into the San Francisco bay area of California, with a focus on leading-edge technology in the areas of machine learning, big data, ecommerce, data engineering, and more. This is an exciting opportunity to join a growing team, and have a major impact on our development of software and processes.

The Data Engineering Operations team has an opening for business analyst. This person will collaborate with team members from Finance, Engineering, IT, Product, and PepsiCo Business Units to gather / review business requirements, understand goals and objectives for development projects; document data requirements, business rules, and data audit procedures; provide support for customers of our data platform – data scientists, analysts, business owners, and finance team; investigate and resolve data issues and devise strategies for continual improvement of our data quality.

Accountabilities:
Research and document data sources:
PepsiCo ERP / Finance systems
Data warehouses
Reseller systems such as Amazon Vendor Central and Walmart’s Retail link
Internally developed IT applications
Requirements:
Document goals and objectives for data usage
Define data transformations and storage needs
Document data access and data syndication requirements
Write stories for engineering teams for sprint development
Develop detailed project plans for development projects
Help develop comprehensive quality processes for data validation
Support for our data platform – triage incoming support requests, assign priority, and resolve or escalate as necessary. Contribute to knowledge base so we can continually improve support effectiveness.
Own the quality of our data!
Qualifications/Requirements
3+ years in an enterprise environment working with data-driven systems such as ERP, HRIS, POS etc
Prefer experience managing data in ERP, especially SAP
Finance / accounting background preferred; in particular solid understanding of how to audit financial data and how financial systems work
Experience defining requirements and developing applications, reports, analytics tools, and back-end data processing jobs
Prefer experience with administration of enterprise systems – especially ERP: setting up users, debugging data issues, implementing workflow and other new features, setting up alerts and exception reporting
Knowledge of help desk / ticketing software such as Jira or ZenDesk
Familiar with Agile development processes and tools such as Jira or Pivotal Tracker
Excellent written and verbal communication
Self starter; bias for action and not easily deterred – willing to search out answers to difficult / complex questions
Excellent interpersonal skills
Ability to interact with all levels of the organization, and across various teams; good communications skills with engineers as well as business and finance team members
Team player; excellent listening skills; welcoming of ideas and new ways of looking at things
Relocation Eligible: Not Applicable
Job Type: Regular

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

PepsiCo is an Equal Opportunity Employer: Female / Minority / Disability / Protected Veteran / Sexual Orientation / Gender Identity

Our Company will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of the Fair Credit Reporting Act, and all other applicable laws, including but not limited to, San Francisco Police Code Sections 4901 - 4919, commonly referred to as the San Francisco Fair Chance Ordinance; and Chapter XVII, Article 9 of the Los Angeles Municipal Code, commonly referred to as the Fair Chance Initiative for Hiring Ordinance.

If you'd like more information about your EEO rights as an applicant under the law, please download the available EEO is the Law & EEO is the Law Supplement documents. View PepsiCo EEO Policy

Please view our Pay Transparency Statement"
